artifact,profile,instance,width,height,method,seed,metric,value,encoder_params,decoder_params,total_params,compression_factor,elapsed_seconds,job_shard_rank,job_shard_world_size,git_commit,git_dirty,config_source,training_json,metric_versions_json,verification_status
smoke,smoke,kodim07,768,512,NTC_N,0,lsd,0.08440517244991348,417792,13699,431491,2.733887844705915,4.440124193904921,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_N,0,psnr,7.944824136501348,417792,13699,431491,2.733887844705915,4.440124193904921,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_N,0,ssim,0.12150886654853821,417792,13699,431491,2.733887844705915,4.440124193904921,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,Grid,0,flip,0.8893699645996094,426496,9667,436163,2.704603554175847,1.3992346230661497,1,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,Grid,0,lpips,1.0299463272094727,426496,9667,436163,2.704603554175847,1.3992346230661497,1,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,Grid,0,lsd,0.08453194152259168,426496,9667,436163,2.704603554175847,1.3992346230661497,1,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,Grid,0,psnr,6.271549630501547,426496,9667,436163,2.704603554175847,1.3992346230661497,1,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,Grid,0,ssim,-0.08177279680967331,426496,9667,436163,2.704603554175847,1.3992346230661497,1,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-PEPS,0,flip,0.8314505219459534,426496,16195,442691,2.6647209904877216,2.3401221060194075,2,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-PEPS,0,lpips,0.9855236411094666,426496,16195,442691,2.6647209904877216,2.3401221060194075,2,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-PEPS,0,lsd,0.08446043841297028,426496,16195,442691,2.6647209904877216,2.3401221060194075,2,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-PEPS,0,psnr,7.236428923970831,426496,16195,442691,2.6647209904877216,2.3401221060194075,2,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-PEPS,0,ssim,0.011433977633714676,426496,16195,442691,2.6647209904877216,2.3401221060194075,2,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-P-PEPS,0,flip,0.8813268542289734,426496,11459,437955,2.69353700722677,3.398026622016914,3,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-P-PEPS,0,lpips,0.9470361471176147,426496,11459,437955,2.69353700722677,3.398026622016914,3,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-P-PEPS,0,lsd,0.08450454103604695,426496,11459,437955,2.69353700722677,3.398026622016914,3,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-P-PEPS,0,psnr,7.3979128335063375,426496,11459,437955,2.69353700722677,3.398026622016914,3,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-P-PEPS,0,ssim,0.03611054643988609,426496,11459,437955,2.69353700722677,3.398026622016914,3,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_PEPS,0,flip,0.8652355074882507,417792,39811,457603,2.577885197430961,2.7960605919361115,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_PEPS,0,lpips,0.9940381050109863,417792,39811,457603,2.577885197430961,2.7960605919361115,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_PEPS,0,lsd,0.08395269768462578,417792,39811,457603,2.577885197430961,2.7960605919361115,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_PEPS,0,psnr,8.765593185735943,417792,39811,457603,2.577885197430961,2.7960605919361115,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_PEPS,0,ssim,0.23191428184509277,417792,39811,457603,2.577885197430961,2.7960605919361115,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_PinkPEPS,0,flip,0.8793204426765442,417792,21251,439043,2.6868621069006906,2.641371248057112,1,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_PinkPEPS,0,lpips,0.9983687400817871,417792,21251,439043,2.6868621069006906,2.641371248057112,1,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_PinkPEPS,0,lsd,0.08409738289241686,417792,21251,439043,2.6868621069006906,2.641371248057112,1,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_PinkPEPS,0,psnr,7.078533748358828,417792,21251,439043,2.6868621069006906,2.641371248057112,1,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,NTC_PinkPEPS,0,ssim,0.017639296129345894,417792,21251,439043,2.6868621069006906,2.641371248057112,1,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-P-PEPS-25,0,flip,0.8833856582641602,326144,10691,336835,3.5021538735582705,3.1118489699438214,2,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-P-PEPS-25,0,lpips,0.9674690365791321,326144,10691,336835,3.5021538735582705,3.1118489699438214,2,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-P-PEPS-25,0,lsd,0.08464772465734861,326144,10691,336835,3.5021538735582705,3.1118489699438214,2,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-P-PEPS-25,0,psnr,7.508678705279646,326144,10691,336835,3.5021538735582705,3.1118489699438214,2,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim07,768,512,G-P-PEPS-25,0,ssim,0.05663229897618294,326144,10691,336835,3.5021538735582705,3.1118489699438214,2,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim08,768,512,PE,0,flip,0.851820707321167,0,194403,194403,6.068054505331708,3.019744564895518,3,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim08,768,512,PE,0,lpips,1.0122852325439453,0,194403,194403,6.068054505331708,3.019744564895518,3,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim08,768,512,PE,0,lsd,0.1346118598579806,0,194403,194403,6.068054505331708,3.019744564895518,3,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim08,768,512,PE,0,psnr,5.479044266625306,0,194403,194403,6.068054505331708,3.019744564895518,3,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim08,768,512,PE,0,ssim,0.006315731443464756,0,194403,194403,6.068054505331708,3.019744564895518,3,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim08,768,512,LPE,0,flip,0.8617507815361023,401408,9603,411011,2.870112965346426,1.333390363957733,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim08,768,512,LPE,0,lpips,1.024988055229187,401408,9603,411011,2.870112965346426,1.333390363957733,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim08,768,512,LPE,0,lsd,0.13583948954485595,401408,9603,411011,2.870112965346426,1.333390363957733,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim08,768,512,LPE,0,psnr,4.677390749365454,401408,9603,411011,2.870112965346426,1.333390363957733,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
smoke,smoke,kodim08,768,512,LPE,0,ssim,-0.0708126500248909,401408,9603,411011,2.870112965346426,1.333390363957733,0,4,9004fe2240b9e84c55ae641ba78c0ad5f83398a6,True,/home/aup/yy/workspace/peps/configs/paper/image_repro_smoke.toml,"{""batch_size"":512,""checkpoint_every"":1,""cosine"":true,""encoder_lr"":0.1,""log_every"":1,""loss"":""l2"",""model_lr"":0.001,""seed"":0,""steps"":1,""task"":""image"",""total_steps"":1}","{""flip-evaluator"":""1.7"",""lpips"":""0.1.4"",""torch"":""2.10.0+rocm7.0"",""torchmetrics"":""1.9.0""}",smoke_not_paper_comparable
