schema,schema_version,run_id,artifact,profile,scope,method,metric,count,mean,unit
peps.paper_artifact_summary,1,20260721T175141764666Z-smoke-texture-course_fast-s0-737949da,smoke-texture,course_fast,global,Grid-PinkPEPS-smoke,psnr,2,6.769566999092048,dB
peps.paper_artifact_summary,1,20260721T175141764666Z-smoke-texture-course_fast-s0-737949da,smoke-texture,course_fast,global,LPE-smoke,psnr,2,6.039834763811627,dB
peps.paper_artifact_summary,1,20260721T175141764666Z-smoke-texture-course_fast-s0-737949da,smoke-texture,course_fast,global,NTC_N-smoke,psnr,2,6.22885053613204,dB
peps.paper_artifact_summary,1,20260721T175141764666Z-smoke-texture-course_fast-s0-737949da,smoke-texture,course_fast,semantic:DIFF,Grid-PinkPEPS-smoke,psnr,1,7.895543667426937,dB
peps.paper_artifact_summary,1,20260721T175141764666Z-smoke-texture-course_fast-s0-737949da,smoke-texture,course_fast,semantic:DIFF,LPE-smoke,psnr,1,7.0015450338410155,dB
peps.paper_artifact_summary,1,20260721T175141764666Z-smoke-texture-course_fast-s0-737949da,smoke-texture,course_fast,semantic:DIFF,NTC_N-smoke,psnr,1,5.902504854676518,dB
peps.paper_artifact_summary,1,20260721T175141764666Z-smoke-texture-course_fast-s0-737949da,smoke-texture,course_fast,semantic:rough,Grid-PinkPEPS-smoke,psnr,1,5.64359033075716,dB
peps.paper_artifact_summary,1,20260721T175141764666Z-smoke-texture-course_fast-s0-737949da,smoke-texture,course_fast,semantic:rough,LPE-smoke,psnr,1,5.078124493782239,dB
peps.paper_artifact_summary,1,20260721T175141764666Z-smoke-texture-course_fast-s0-737949da,smoke-texture,course_fast,semantic:rough,NTC_N-smoke,psnr,1,6.55519621758756,dB
