instance,provider,method,seed,budget_steps,psnr,ssim,psnr_AO,psnr_ARM,psnr_DIFF,psnr_Displacement,psnr_metal,psnr_normal,psnr_rough,psnr_specular,ssim_AO,ssim_ARM,ssim_DIFF,ssim_Displacement,ssim_metal,ssim_normal,ssim_rough,ssim_specular,interval_train_seconds,cumulative_train_seconds,interval_steps_per_second,evaluation_seconds,completed_trajectory
rails-001,ambientcg,Grid-PinkPEPS4F,0,200,26.07912610634001,0.6308554112911224,26.976620342992234,,20.20922191116259,31.325668339116586,28.96388720050957,19.22113256952604,29.778226274733015,,0.7666473388671875,,0.3321297764778137,0.835270881652832,0.7221234440803528,0.3255990743637085,0.8033619523048401,,4.139602974000127,6.682978998000067,36.235359028900774,0.0029705619999731425,True
rails-001,ambientcg,Grid-PinkPEPS4F,1,200,26.022100944291335,0.678046464920044,26.972918556028258,,22.872058043249808,31.25639938736114,26.40530729381505,19.25318194240453,29.372740442889228,,0.7753419876098633,,0.6860618591308594,0.7973208427429199,0.6869297027587891,0.3415803909301758,0.7810440063476562,,4.196636286000285,5.687579492000282,35.74291165054989,0.002983231000030173,True
rails-001,ambientcg,Grid-PinkPEPS4F,2,200,23.24023815078847,0.6390604972839355,25.78011411192708,,23.0939571759899,30.4651836785743,11.892667425046394,19.328663150694002,28.88084336249916,,0.6749705672264099,,0.7128679156303406,0.7922680377960205,0.5567298531532288,0.33400070667266846,0.7635259032249451,,4.1878304520002985,5.668725606000407,35.81806897849773,0.0029912420000073325,True
roof-09,polyhaven,Grid-PinkPEPS4F,0,200,27.608682613838653,0.8311527848243714,,27.95609719099175,28.076760647795744,30.72542702009923,,22.01130011516138,,29.273828095145177,,0.8904933929443359,0.8579730987548828,0.8906882405281067,,0.7642748951911926,,0.7523342967033386,4.157066860000214,5.6971463820002555,36.08313386616839,0.0029344019999371085,True
roof-09,polyhaven,Grid-PinkPEPS4F,1,200,28.096427989250156,0.8360462665557862,,27.825044451530022,28.689234207251502,29.750256422361332,,22.28073895647072,,31.9368659086372,,0.8698816299438477,0.8749076724052429,0.8739437460899353,,0.7270553708076477,,0.8344429135322571,4.146172011000317,5.639077212000075,36.17794910631568,0.0029115109998656408,True
roof-09,polyhaven,Grid-PinkPEPS4F,2,200,26.561225710858444,0.7931997299194335,,27.241503686978913,27.849010213374626,29.985570119580302,,18.76236051104997,,28.967684023308422,,0.8625292181968689,0.8547577261924744,0.8722069263458252,,0.6422881484031677,,0.7342166304588318,4.226012359999913,5.735143608000044,35.49445368872586,0.003001771999834091,True
rails-001,ambientcg,LPE,0,200,20.65916472065805,0.5595904191335043,25.864470601543843,,18.101098995610712,29.313525065478117,9.961936883545997,19.166922797109315,21.547033980660323,,0.7034944891929626,,0.2797947824001312,0.7872467041015625,0.7510551810264587,0.32035568356513977,0.5155956745147705,,3.3976344549998885,5.749976455000024,44.148363217609564,0.010574276999932408,True
rails-001,ambientcg,LPE,1,200,20.06907220921978,0.5400356401999792,25.583663644708004,,17.281357288824445,26.15326315973025,9.95109236913086,19.220935821290823,22.224120971634292,,0.6520829200744629,,0.12101992964744568,0.7311187386512756,0.747025728225708,0.3130323886871338,0.6759341359138489,,2.0814511360006236,4.063736544000676,72.06510756155222,0.0018992640000305983,True
rails-001,ambientcg,LPE,2,200,21.69706131509901,0.586598257223765,25.687350683877796,,19.413730065081786,27.587498670601253,10.25158467102644,19.044402834440028,28.197800965566753,,0.6615476012229919,,0.3206574618816376,0.7770029902458191,0.6918394565582275,0.2970423996448517,0.7714996337890625,,2.6504536610000287,3.4197989270001017,56.5940850833077,0.0020289149999825895,True
roof-09,polyhaven,LPE,0,200,26.363427463861292,0.7864605188369751,,27.819577912891727,27.752742822049875,30.482963704009656,,17.870742540581833,,27.89111033977337,,0.8861549496650696,0.8542807102203369,0.8823760151863098,,0.6233804821968079,,0.6861104369163513,1.9285352479998892,2.953054854000129,77.77923693931292,0.0016414920000897837,True
roof-09,polyhaven,LPE,1,200,25.98542759328376,0.7900031805038452,,27.19672061989887,27.442803177378625,28.700314063248552,,17.884798026409044,,28.702502079483708,,0.8841907382011414,0.8465415835380554,0.8415071368217468,,0.6567180752754211,,0.7210583686828613,1.9071465820004505,2.6658042110007045,78.6515317782556,0.0016329219999988709,True
roof-09,polyhaven,LPE,2,200,26.52388033847537,0.8036391496658325,,27.505570054037758,28.004794021484855,28.727772484993856,,17.866897667928786,,30.514367463931595,,0.8761410713195801,0.8596332669258118,0.8368564248085022,,0.6321401000022888,,0.8134248852729797,1.912230030000046,2.6510011640000357,78.4424455461545,0.0017868129998532822,True
rails-001,ambientcg,NTC_N,0,200,26.050266535002773,0.6794388343890508,27.718442655522423,,22.94128641575366,33.539239749259764,22.23804229119755,19.490645252244068,30.37394284603916,,0.7735458016395569,,0.7015330195426941,0.8661437034606934,0.5507575869560242,0.36025723814964294,0.8243956565856934,,2.2712202710001748,4.2483655919998,66.0437923680316,0.001934313999981896,True
rails-001,ambientcg,NTC_N,1,200,27.602039045958943,0.734906276067098,26.508568141643934,,23.09586010635643,32.3441638556155,32.473209274300416,19.771920020385327,31.41851287745204,,0.725322425365448,,0.7179179191589355,0.8239397406578064,0.8928536772727966,0.3922739028930664,0.8571299910545349,,2.7752538350000577,5.640611381999861,54.04911006996118,0.0024342579999938607,True
rails-001,ambientcg,NTC_N,2,200,27.83492578031058,0.7176202684640884,27.88752883307648,,22.195430043556485,32.898387256625895,34.08828259809869,19.22199167268871,30.71793427781723,,0.7767466902732849,,0.6329793334007263,0.8462786078453064,0.866450846195221,0.34380480647087097,0.8394613265991211,,2.3148186680007257,3.1839727080005105,64.79989213563444,0.001960073999953238,True
roof-09,polyhaven,NTC_N,0,200,31.023911474759082,0.9063642024993896,,28.41320678120328,28.71992777870854,35.207933967759686,,30.70488407600065,,32.07360477012324,,0.9183146357536316,0.8635476231575012,0.9627249836921692,,0.9330558180809021,,0.8541779518127441,2.3442619109996485,3.231919474999586,63.98602446944013,0.0022742959999959567,True
roof-09,polyhaven,NTC_N,1,200,30.462712793858856,0.8957513213157654,,28.05052190095131,28.850376495084667,35.11859543735115,,28.80596030324537,,31.488109832661785,,0.9055676460266113,0.8621129989624023,0.9607667922973633,,0.911017119884491,,0.839292049407959,3.129648953000242,4.305106541999976,47.92869815517243,0.0023543370000425057,True
roof-09,polyhaven,NTC_N,2,200,29.55334728990776,0.8680641412734985,,27.73967314328828,27.901428526982816,34.85335508628165,,27.956208351978947,,29.316071341007103,,0.8814241886138916,0.8426479697227478,0.9610721468925476,,0.8929888606071472,,0.7621875405311584,2.3472785130002194,3.2292698150001797,63.90379291133824,0.0026021989999662765,True
rails-001,ambientcg,NTC_PinkPEPS,0,200,27.508546783555843,0.7042252967754999,25.493547714755476,,23.36131643751314,33.24031918262377,33.645057780686,19.36102391871079,29.95001566704587,,0.6473140716552734,,0.7339539527893066,0.8533410429954529,0.8541263937950134,0.3390618860721588,0.7975544333457947,,9.329319617999545,12.728321642999617,16.07834291694725,0.016334797999888906,True
rails-001,ambientcg,NTC_PinkPEPS,1,200,28.517303074634228,0.7487389097611109,27.065617934994254,,23.177031419853087,34.60690111768701,35.0849317418566,19.551154982874174,31.618181250540246,,0.7581159472465515,,0.7223937511444092,0.9016857147216797,0.8878713250160217,0.3622104823589325,0.860156238079071,,7.061464380999951,10.19308094799976,21.242052909535317,0.007982208000157698,True
rails-001,ambientcg,NTC_PinkPEPS,2,200,24.599597677036915,0.6758153438568115,27.359535673759133,,23.120752790315116,33.82223280959087,12.94006022768051,19.414785070117354,30.9402194907585,,0.7577645778656006,,0.7136530876159668,0.8725629448890686,0.5380620360374451,0.34221434593200684,0.8306350708007812,,9.114659141999937,11.872473960000207,16.457005979390583,0.007498624999925596,True
roof-09,polyhaven,NTC_PinkPEPS,0,200,29.718309146956262,0.8745935797691345,,28.40463708471823,28.454957381038824,34.04608305663664,,26.087891096232166,,31.597977116155448,,0.881521463394165,0.8587812781333923,0.9499485492706299,,0.8617403507232666,,0.8209762573242188,7.005023472000403,9.470096787999864,21.4132044809787,0.007326282999883915,True
roof-09,polyhaven,NTC_PinkPEPS,1,200,30.688000064442395,0.8963204860687256,,28.369863590496074,28.898987725352633,35.217894180291786,,29.04080900572115,,31.912445820350328,,0.9083704352378845,0.8664023280143738,0.9586759209632874,,0.8987899422645569,,0.8493638038635254,7.289367991999143,9.761907592999023,20.57791569373929,0.0076199459999770625,True
roof-09,polyhaven,NTC_PinkPEPS,2,200,29.77423555765921,0.8768327593803406,,28.296481151780625,28.45524786259925,35.23366171666156,,26.668547046865303,,30.217240010389318,,0.8999428153038025,0.8578366637229919,0.956005871295929,,0.8794310688972473,,0.7909473776817322,7.280044514999645,9.738619594999136,20.604269615514475,0.0074530540000523615,True
rails-001,ambientcg,BI-Grid,0,1000,32.70525164112373,0.8949099282423655,32.01416264028349,,25.76156623848707,39.5594248008715,40.92556002687825,22.376364392168586,35.594431748053495,,0.9048256278038025,,0.8586432933807373,0.9682734608650208,0.9945769309997559,0.6970638632774353,0.9460763931274414,,10.927831861015875,14.55202305901571,73.20756854375963,0.0011389379942556843,True
rails-001,ambientcg,BI-Grid,1,1000,32.67660533860164,0.8941310544808706,32.043559018695646,,25.6299189395512,39.57584161546063,40.82255077898883,22.400909122038012,35.58685255687555,,0.9045149683952332,,0.853567898273468,0.9705057144165039,0.988957941532135,0.7009781002998352,0.9462617039680481,,13.254333704913734,18.607215490914086,60.35761719983093,0.0011848690046463162,True
rails-001,ambientcg,BI-Grid,2,1000,32.664478171511625,0.8947596251964569,32.02218871308836,,25.787242400466393,39.669818376403626,40.450955665665205,22.4475674392953,35.609096434150835,,0.9059109091758728,,0.8597977757453918,0.967363178730011,0.986947238445282,0.70235276222229,0.9461858868598938,,10.938288058023318,13.630823272023008,73.1375875051301,0.0010521869990043342,True
roof-09,polyhaven,BI-Grid,0,1000,35.16994127488588,0.9559346795082092,,30.931300811830482,31.944134384975513,40.12333679075682,,38.14056859401025,,34.71036579285633,,0.9540150761604309,0.9306418299674988,0.9843553900718689,,0.985252320766449,,0.9254087805747986,10.935803102038335,13.637179271038121,73.15420664906515,0.0011410279985284433,True
roof-09,polyhaven,BI-Grid,1,1000,35.131641940058,0.9553644061088562,,30.9224044747349,31.95486645953787,39.90706975095882,,38.26752575070942,,34.60634326434899,,0.9537358283996582,0.9311822056770325,0.9831271767616272,,0.9855769276618958,,0.9231998920440674,10.935246835942962,13.640753384942627,73.157927937254,0.0010113669995917007,True
roof-09,polyhaven,BI-Grid,2,1000,35.25724587090407,0.95659921169281,,31.051589503250185,32.059258500205146,40.27455057303479,,38.24572259937006,,34.655108178660186,,0.9555827975273132,0.9325895309448242,0.9851955771446228,,0.9848058819770813,,0.9248222708702087,10.82350521699118,13.518791911991002,73.91320870286341,0.001019167000777088,True
rails-001,ambientcg,Grid-PinkPEPS4F,0,1000,32.41902013770807,0.881914367278417,31.221724711141853,,26.154943634724404,39.86750992403405,39.76401274364542,21.626727368337697,35.87920244436496,,0.9108806252479553,,0.8725749850273132,0.9715592861175537,0.9939332008361816,0.5896934866905212,0.9528446197509766,,23.124875555964536,29.807854553964603,34.59478076169185,0.003106062998995185,True
rails-001,ambientcg,Grid-PinkPEPS4F,1,1000,32.518040291583716,0.8854518036047617,31.913730771394775,,26.339250667722066,40.1880012882968,38.605108467734155,21.82786530065205,36.23428525370246,,0.9162623882293701,,0.8770298957824707,0.9720425009727478,0.9817573428153992,0.6107198596000671,0.9548988342285156,,22.91771162499208,28.605291116992362,34.907499190608064,0.0032795639999676496,True
rails-001,ambientcg,Grid-PinkPEPS4F,2,1000,32.36003762352285,0.896442045768102,31.24417214632782,,26.22665715031613,39.01219391428904,39.31255559986688,22.302619270262113,36.06202766007512,,0.9090678095817566,,0.8750681281089783,0.9641070365905762,0.9936711192131042,0.68532794713974,0.9514102339744568,,22.895697054991615,28.564422660992022,34.94106329580333,0.0030461819987976924,True
roof-09,polyhaven,Grid-PinkPEPS4F,0,1000,35.683318327989355,0.961988365650177,,31.759699022688643,32.756914435123036,40.03599167629229,,38.04009740034621,,35.823889105496576,,0.9597657322883606,0.9435809254646301,0.9838609099388123,,0.9835672974586487,,0.9391669631004333,22.70606641098857,28.403212792988825,35.23287501761384,0.0029233609966468066,True
roof-09,polyhaven,Grid-PinkPEPS4F,1,1000,35.73501295616874,0.9632851600646972,,31.909243737034586,32.939256224757685,39.700407332838736,,37.934504292175355,,36.19165319403732,,0.9561991691589355,0.94622403383255,0.9845512509346008,,0.9835696816444397,,0.9458816647529602,22.706340242919396,28.34541745491947,35.23245011927746,0.0031018529989523813,True
roof-09,polyhaven,Grid-PinkPEPS4F,2,1000,35.65853777626289,0.9625949382781982,,31.900103440543113,32.874932525794684,39.76626030928206,,37.926995631457324,,35.82439697423726,,0.9599404335021973,0.9449623227119446,0.9826201796531677,,0.9836373329162598,,0.9418144226074219,22.797798425061046,28.53294203306109,35.091107706285364,0.0029506110004149377,True
rails-001,ambientcg,LPE,0,1000,32.173904704337566,0.8726764221986135,31.36980094740968,,27.13985069988134,39.72561999295011,38.30231063820627,21.352095362721638,35.15375058485634,,0.8946003317832947,,0.8995369076728821,0.9703671932220459,0.9868044257164001,0.5441418290138245,0.9406078457832336,,11.157766300981166,16.90774275598119,71.69893851690114,0.0018628730031196028,True
rails-001,ambientcg,LPE,1,1000,31.16941159452993,0.8801463743050894,31.196828827955166,,26.714778752947154,38.67185771971666,33.67578971224458,21.680169110576173,35.07704544373982,,0.8918079733848572,,0.8889932632446289,0.9634151458740234,0.9763850569725037,0.6217239499092102,0.9385528564453125,,12.024173249126761,16.087909793127437,66.53264082485661,0.0018930640071630478,True
rails-001,ambientcg,LPE,2,1000,32.18441244867172,0.8734813928604126,31.49795262143513,,26.60235210797518,38.899434164626285,39.58166239956905,21.508087213379703,35.01698618504499,,0.8963183760643005,,0.8848786354064941,0.9679045677185059,0.9861472249031067,0.5655837059020996,0.9400558471679688,,11.016095762970508,14.43589468997061,72.62100994883497,0.0017808129923650995,True
roof-09,polyhaven,LPE,0,1000,36.1630250020161,0.9678058981895447,,32.82376315271236,34.00422128901805,39.64812388512304,,37.553397600856236,,36.7856190823708,,0.9639489054679871,0.9590503573417664,0.9824228286743164,,0.9827260971069336,,0.95088130235672,10.904702137006097,13.857756991006227,73.36284750824393,0.001688072006800212,True
roof-09,polyhaven,LPE,1,1000,35.71603250782117,0.9632509589195252,,32.68982128211603,33.14984960149825,39.53238909078501,,36.87320232490271,,36.33490023980385,,0.9588561654090881,0.9523240923881531,0.9822884202003479,,0.9765655398368835,,0.9462205767631531,10.651831773022423,13.317635984023127,75.1044531163303,0.0016891029954422265,True
roof-09,polyhaven,LPE,2,1000,35.93022128538089,0.9662406086921692,,32.4974183646583,33.65678516666683,39.415799771229686,,37.16511078200439,,36.91599234234525,,0.9616215825080872,0.955708920955658,0.9810603260993958,,0.9815732836723328,,0.9512389302253723,10.690422963016317,13.341424127016353,74.8333347303107,0.0016028219979489222,True
rails-001,ambientcg,NTC_N,0,1000,32.349991762640926,0.8692064781983694,30.6390321366699,,24.40598816520064,41.30668095274075,41.54061369124665,22.02156473155313,34.18607089843449,,0.8637970089912415,,0.8040791153907776,0.9812579154968262,0.9897833466529846,0.6575673222541809,0.9187541604042053,,13.134375194946188,17.382740786945988,60.90887370933503,0.002009753996389918,True
rails-001,ambientcg,NTC_N,1,1000,32.43965994877201,0.8697391152381897,30.527156140011975,,24.420859138250908,41.45415982909859,41.95854036385143,22.082706302979606,34.19453791843957,,0.8625919818878174,,0.8057034611701965,0.97951340675354,0.9882456660270691,0.6637002825737,0.9186798930168152,,12.717837477001012,18.358448859000873,62.90377601119083,0.0020158849947620183,True
rails-001,ambientcg,NTC_N,2,1000,32.35485932612553,0.8698978920777639,30.720303502372182,,24.376106177151602,41.16153963856165,41.70780610035778,22.04314844162714,34.1202520966828,,0.8624651432037354,,0.803509533405304,0.9816772937774658,0.9963147640228271,0.6584487557411194,0.9169718623161316,,12.746074522889103,15.930047230889613,62.76442198446107,0.0020699650049209595,True
roof-09,polyhaven,NTC_N,0,1000,34.794294050649356,0.9455170512199402,,29.770283625177644,30.615065582418957,42.14442201799086,,38.24247594639162,,33.199223081267675,,0.9421524405479431,0.9058098793029785,0.9936190247535706,,0.9874283671379089,,0.8985755443572998,12.879036355952849,16.110955830952435,62.116448613814974,0.0019279039988759905,True
roof-09,polyhaven,NTC_N,1,1000,34.886390919167425,0.9468968391418457,,29.895763812807196,30.725595518075657,42.29281702775404,,38.27868471032555,,33.23909352687469,,0.9474444389343262,0.9082842469215393,0.9935505390167236,,0.9870502352714539,,0.8981547355651855,12.786634675969253,17.09174121796923,62.565328585127375,0.002059784994344227,True
roof-09,polyhaven,NTC_N,2,1000,34.907460372445854,0.9447862148284912,,29.724182809622132,30.587831871186925,42.51392635303983,,38.59716944216393,,33.114191386216454,,0.94255131483078,0.9048380851745605,0.9941769242286682,,0.9876809120178223,,0.894683837890625,12.83781256711518,16.06708238211536,62.31591213983351,0.0020757650054292753,True
rails-001,ambientcg,NTC_PinkPEPS,0,1000,32.79063215794542,0.8769465982913971,30.612788286682342,,25.313353965934926,40.925258930074975,42.86355607905208,22.201153891578972,34.82768179434919,,0.8778975009918213,,0.8423393368721008,0.9791764616966248,0.9614188075065613,0.6696209907531738,0.9312264919281006,,40.21896630205447,52.947287945054086,19.891112914036636,0.007737216001260094,True
rails-001,ambientcg,NTC_PinkPEPS,1,1000,33.06528445657194,0.8837952117125193,31.043610317830435,,25.310804575945273,41.21078964061516,43.69625951334981,22.236071875994842,34.894170815696135,,0.883526623249054,,0.8430027365684509,0.9782895445823669,0.9971329569816589,0.6694877743721008,0.9313316345214844,,37.933208706002915,48.126289654002676,21.089700220203106,0.007399152993457392,True
rails-001,ambientcg,NTC_PinkPEPS,2,1000,32.914909900272235,0.8824167251586914,30.94214410240417,,25.301410186773055,41.018405036237944,43.12215760414122,22.174017788006207,34.93132468407082,,0.8826826214790344,,0.8426525592803955,0.97884601354599,0.9936205744743347,0.6647518873214722,0.9319466948509216,,39.26428563205991,51.136759592060116,20.374749906229987,0.007362442993326113,True
roof-09,polyhaven,NTC_PinkPEPS,0,1000,35.31275658626329,0.9553719401359558,,30.787250833141464,31.685541926129627,41.19222185336043,,38.41535729092496,,34.48341102776,,0.9533243775367737,0.9270653128623962,0.992063581943512,,0.9856159090995789,,0.9187905192375183,37.90381232294021,47.373909110940076,21.10605638250859,0.008141419006278738,True
roof-09,polyhaven,NTC_PinkPEPS,1,1000,35.661968393996894,0.9592509150505066,,30.86397611776547,31.928116179447578,41.72957028830198,,38.546262906954254,,35.24191647751519,,0.9546052813529968,0.9308419823646545,0.9920637607574463,,0.9861909747123718,,0.9325525760650635,37.80400826892583,47.56591586192485,21.161777193282035,0.007313063004403375,True
roof-09,polyhaven,NTC_PinkPEPS,2,1000,35.44567783019086,0.9564742326736451,,30.93975934293674,31.856368681117413,41.273951686048164,,38.46134643695194,,34.696963003900024,,0.9501997828483582,0.9294910430908203,0.9925956726074219,,0.9858078956604004,,0.9242767691612244,37.81283821295074,47.55145780794987,21.156835556607422,0.007405304000712931,True
rails-001,ambientcg,BI-Grid,0,2000,34.03775221883394,0.9144244293371836,33.352548438386506,,26.678276623101567,42.0918782653775,42.36664051317008,22.78041814443881,36.95675132852917,,0.9273064136505127,,0.8875613808631897,0.9813220500946045,0.9973191618919373,0.731691837310791,0.9613457322120667,,14.252053757038084,28.804076816053794,70.16532613807821,0.0015480220026802272,True
rails-001,ambientcg,BI-Grid,1,2000,33.941043071436376,0.9123556017875671,33.223752157567525,,26.555169008519233,42.21243401927353,42.13353040486056,22.765475965210186,36.755896873187226,,0.9256963133811951,,0.8840465545654297,0.9831023812294006,0.9888529181480408,0.733214795589447,0.9592206478118896,,13.535340132933925,32.14255562384801,73.88067016999592,0.001005697005894035,True
rails-001,ambientcg,BI-Grid,2,2000,34.023653015669275,0.9142966866493225,33.22004909559573,,26.789505340240865,42.12216172721541,42.465703470152214,22.822975607758963,36.72152285305247,,0.926898181438446,,0.8912240862846375,0.981805145740509,0.9904044270515442,0.7355361580848694,0.959912121295929,,13.978365193033824,27.60918846505683,71.53912393835255,0.0010521069925744087,True
roof-09,polyhaven,BI-Grid,0,2000,36.51210964173377,0.9647074937820435,,32.104280871342304,33.08978274508546,42.916183081452466,,39.39272914973551,,35.05757236105315,,0.9636204242706299,0.9470710158348083,0.9917242527008057,,0.988640546798706,,0.9324812293052673,13.829874967123033,27.467054238161154,72.30723360675657,0.001171557989437133,True
roof-09,polyhaven,BI-Grid,1,2000,36.449452262963135,0.9642353892326355,,31.994867365899253,33.02318548795383,42.60294605555028,,39.53468710343823,,35.091575301974075,,0.9616866707801819,0.9460057616233826,0.9912728667259216,,0.989306628704071,,0.9329050183296204,13.787088737008162,27.42784212195079,72.53162861828385,0.0010268079931847751,True
roof-09,polyhaven,BI-Grid,2,2000,36.56358447448792,0.9648860335350037,,32.295148991184256,33.21586518773158,42.71134555939387,,39.501846518397016,,35.09371611573287,,0.9624590873718262,0.9483610987663269,0.9918184280395508,,0.988663911819458,,0.9331276416778564,14.049728340964066,27.568520252955068,71.17575341897194,0.0009722770046209916,True
rails-001,ambientcg,Grid-PinkPEPS4F,0,2000,34.08331996851492,0.9203874071439108,33.22505450019495,,27.509011731652016,42.37477817449587,41.14859232378461,22.93169822149483,37.31078485946727,,0.9320967793464661,,0.908304750919342,0.9847435355186462,0.9973846077919006,0.7344415187835693,0.96535325050354,,29.5154870540282,59.3233416079928,33.88051832482034,0.0037055970024084672,True
rails-001,ambientcg,Grid-PinkPEPS4F,1,2000,34.02688000772852,0.9198002020517985,33.61233143118762,,27.339065329641528,42.700202596061416,39.86252945495738,23.132540774786065,37.514610459737135,,0.933743417263031,,0.9037349224090576,0.9840337634086609,0.9877156615257263,0.7441064715385437,0.9654669761657715,,28.64542789895495,57.25071901594731,34.909584996511164,0.00305240300076548,True
rails-001,ambientcg,Grid-PinkPEPS4F,2,2000,33.99041716851104,0.9194569985071818,33.17664586585538,,27.395866697890987,41.69723987697631,41.28867344627743,23.105683305268702,37.27839381879741,,0.9302166104316711,,0.9057298302650452,0.9803640246391296,0.9924638867378235,0.7443919777870178,0.9635756611824036,,28.79044768906897,57.35487035006099,34.73374262185147,0.0029758120072074234,True
roof-09,polyhaven,Grid-PinkPEPS4F,0,2000,37.372962891329486,0.9736717462539672,,33.367575069502855,34.3979917758302,42.23654261808228,,39.53203642211833,,37.33066857111376,,0.9681286215782166,0.9619448184967041,0.9909853339195251,,0.9892893433570862,,0.9580106139183044,28.549777516003815,56.95299030899264,35.02654265657383,0.0029222909943200648,True
roof-09,polyhaven,Grid-PinkPEPS4F,1,2000,37.643973396230656,0.9755696654319763,,33.74832677208224,34.82651105809587,42.06385473180366,,39.458130544182,,38.123043874989506,,0.9675104022026062,0.9652206897735596,0.9914942383766174,,0.9887792468070984,,0.96484375,28.61737828394689,56.96279573886636,34.94380198206195,0.0029392510041361675,True
roof-09,polyhaven,Grid-PinkPEPS4F,2,2000,37.58951448332823,0.97505042552948,,33.70384167049803,34.73419248311124,42.343359432509835,,39.561381822074736,,37.60479700844733,,0.9685432314872742,0.9644606709480286,0.9909905791282654,,0.9892460703849792,,0.9620115756988525,28.726204224934918,57.25914625799601,34.811421382710215,0.00299908198940102,True
rails-001,ambientcg,LPE,0,2000,33.591833875395714,0.9064902563889822,32.03803126207293,,28.25852302667299,41.69969558424418,40.822080707296536,22.85027872474537,35.88239394734227,,0.9104647636413574,,0.9232913851737976,0.9823634028434753,0.965514600276947,0.7072837352752686,0.9500236511230469,,14.415351869960432,31.32309462594162,69.37048842240608,0.0021719959913752973,True
rails-001,ambientcg,LPE,1,2000,32.78906695934192,0.9077877600987753,31.798909680801437,,27.84035930125522,40.93262223355794,37.87492672750141,22.592176408744315,35.69540740419121,,0.90677809715271,,0.915496289730072,0.9797505736351013,0.989184558391571,0.7072083353996277,0.9483087062835693,,13.79451113002142,29.882420923148857,72.49260162788003,0.0018966439965879545,True
rails-001,ambientcg,LPE,2,2000,33.598958706537076,0.9081693788369497,32.081162270461284,,27.744959645761007,41.39091324149664,41.64636720529786,22.763334859611742,35.967015016593926,,0.9100248217582703,,0.912822425365448,0.980749785900116,0.9902827739715576,0.7055642008781433,0.9495722651481628,,13.965197529032594,28.401092219003203,71.60657755975706,0.0017205519980052486,True
roof-09,polyhaven,LPE,0,2000,37.715200874409994,0.9772160172462463,,34.40135335961676,35.41880213539052,41.584815784148304,,38.84921294095359,,38.32182015194078,,0.9723092913627625,0.9703543782234192,0.989954948425293,,0.9882038235664368,,0.9652576446533203,15.466599200008204,29.32435619101443,64.6554544453101,0.0016314420063281432,True
roof-09,polyhaven,LPE,1,2000,37.66716623169449,0.9760557293891907,,34.36679641829043,35.212886661375144,41.587754326335464,,38.90432337651259,,38.26407037595881,,0.9692317843437195,0.9693396091461182,0.9899888634681702,,0.9864740967750549,,0.9652442932128906,13.558121728012338,26.875757712035465,73.75652911670701,0.0016738230042392388,True
roof-09,polyhaven,LPE,2,2000,37.65476186470467,0.9770153880119323,,34.167942559714106,35.23210768299569,41.60157215763366,,38.75610007169768,,38.51608685148217,,0.9709722399711609,0.9686648845672607,0.9894755482673645,,0.9876791834831238,,0.968285083770752,13.550627242875635,26.892051369891988,73.79732185650366,0.0018159729952458292,True
rails-001,ambientcg,NTC_N,0,2000,33.17962485023282,0.8819153606891632,31.269015633154247,,24.66268627540517,43.231469134732016,43.01877023929439,22.23216009877934,34.663647720031754,,0.8794887661933899,,0.8177362084388733,0.988638162612915,0.9955048561096191,0.6818397045135498,0.9282844662666321,,16.83804250007961,34.2207832870256,59.38932628274765,0.0019893049902748317,True
rails-001,ambientcg,NTC_N,1,2000,33.32141981164535,0.8850018978118896,31.1586182258471,,24.969902580279353,43.2603631796603,43.458500345052904,22.262108268794623,34.81902627023783,,0.8781881928443909,,0.8316330313682556,0.9878293871879578,0.9982350468635559,0.68423992395401,0.9298858046531677,,16.26027284297743,34.6187217019783,61.49958304247553,0.001975335006136447,True
rails-001,ambientcg,NTC_N,2,2000,33.33912161120087,0.8837747673193613,31.55209371779003,,24.655002961910867,43.19139979711988,43.48898187722257,22.281707390432445,34.86554392272943,,0.8856282830238342,,0.8186042904853821,0.9889556765556335,0.9954185485839844,0.6830137372016907,0.9310280680656433,,16.144483131094603,32.074530361984216,61.94066368553972,0.002092045993776992,True
roof-09,polyhaven,NTC_N,0,2000,35.65550859493915,0.9519994616508484,,30.201780965609984,31.12745668036795,44.11115536028613,,39.3001430951477,,33.537006873284,,0.9496026039123535,0.9162257313728333,0.9962828755378723,,0.989955723285675,,0.9079303741455078,16.220961448081653,32.33191727903409,61.64862688322729,0.0018938229914056137,True
roof-09,polyhaven,NTC_N,1,2000,36.15616918118603,0.9585387229919433,,31.074093956281025,31.94681650142721,44.113349259527595,,39.308551678697306,,34.338034509997,,0.9553027749061584,0.9305105209350586,0.9960377216339111,,0.9897255897521973,,0.9211170077323914,16.23219402889663,33.32393524686586,61.605966403543185,0.0019215439970139414,True
roof-09,polyhaven,NTC_N,2,2000,36.2838956702394,0.960028600692749,,31.348713369386946,32.240715255445906,44.00550269670495,,39.36156982826389,,34.46297720139535,,0.9564340710639954,0.9362615942955017,0.9962518811225891,,0.989646852016449,,0.92154860496521,16.333257432022947,32.400339814138306,61.22477430860805,0.0018896840047091246,True
